dep;clage_vacsi;jour;n_dose1;n_cum_dose1
76;39;2021-01-19;149;1961
76;39;2021-01-20;61;2022
76;39;2021-01-21;42;2064
76;39;2021-01-22;23;2087
76;39;2021-01-23;4;2091
76;39;2021-01-24;4;2095
76;39;2021-01-25;20;2115
76;39;2021-01-26;9;2124
76;39;2021-01-27;21;2145
76;49;2021-01-05;10;10
76;49;2021-01-06;62;72
76;49;2021-01-07;189;261
76;49;2021-01-08;255;516
76;49;2021-01-09;105;621
76;49;2021-01-10;68;689
76;49;2021-01-11;184;873
76;49;2021-01-12;195;1068
76;49;2021-01-13;154;1222
76;49;2021-01-14;308;1530
76;49;2021-01-15;297;1827
76;49;2021-01-16;78;1905
76;49;2021-01-17;137;2042
76;49;2021-01-18;319;2361
76;49;2021-01-19;168;2529
76;49;2021-01-20;66;2595
76;49;2021-01-21;68;2663
76;49;2021-01-22;45;2708
76;49;2021-01-23;4;2712
76;49;2021-01-24;4;2716
76;49;2021-01-25;24;2740
76;49;2021-01-26;12;2752
76;49;2021-01-27;35;2787
76;59;2021-01-04;8;8
76;59;2021-01-05;63;71
76;59;2021-01-06;328;399
76;59;2021-01-07;472;871
76;59;2021-01-08;554;1425
76;59;2021-01-09;208;1633
76;59;2021-01-10;170;1803
76;59;2021-01-11;434;2237
76;59;2021-01-12;396;2633
76;59;2021-01-13;382;3015
76;59;2021-01-14;539;3554
76;59;2021-01-15;462;4016
76;59;2021-01-16;171;4187
76;59;2021-01-17;189;4376
76;59;2021-01-18;490;4866
76;59;2021-01-19;300;5166
76;59;2021-01-20;138;5304
76;59;2021-01-21;119;5423
76;59;2021-01-22;83;5506
76;59;2021-01-23;27;5533
76;59;2021-01-24;8;5541
76;59;2021-01-25;62;5603
76;59;2021-01-26;32;5635
76;59;2021-01-27;42;5677
76;64;2021-01-04;7;7
76;64;2021-01-05;28;35
76;64;2021-01-06;104;139
76;64;2021-01-07;150;289
76;64;2021-01-08;144;433
76;64;2021-01-09;123;556
76;64;2021-01-10;60;616
76;64;2021-01-11;175;791
76;64;2021-01-12;146;937
76;64;2021-01-13;152;1089
76;64;2021-01-14;199;1288
76;64;2021-01-15;178;1466
76;64;2021-01-16;68;1534
76;64;2021-01-17;92;1626
76;64;2021-01-18;195;1821
76;64;2021-01-19;122;1943
76;64;2021-01-20;60;2003
76;64;2021-01-21;35;2038
76;64;2021-01-22;30;2068
76;64;2021-01-23;17;2085
76;64;2021-01-24;3;2088
76;64;2021-01-25;35;2123
76;64;2021-01-26;16;2139
76;64;2021-01-27;22;2161
76;69;2021-01-04;1;1
76;69;2021-01-05;8;9
76;69;2021-01-06;41;50
76;69;2021-01-07;76;126
76;69;2021-01-08;68;194
76;69;2021-01-09;64;258
76;69;2021-01-10;47;305
76;69;2021-01-11;82;387
76;69;2021-01-12;70;457
76;69;2021-01-13;68;525
76;69;2021-01-14;114;639
76;69;2021-01-15;99;738
76;69;2021-01-16;35;773
76;69;2021-01-17;117;890
76;69;2021-01-18;165;1055
76;69;2021-01-19;88;1143
76;69;2021-01-20;55;1198
76;69;2021-01-21;36;1234
76;69;2021-01-22;35;1269
76;69;2021-01-23;17;1286
76;69;2021-01-24;2;1288
76;69;2021-01-25;37;1325
76;69;2021-01-26;27;1352
76;69;2021-01-27;25;1377
76;74;2021-01-05;6;6
76;74;2021-01-06;24;30
76;74;2021-01-07;38;68
76;74;2021-01-08;36;104
76;74;2021-01-09;40;144
76;74;2021-01-10;33;177
76;74;2021-01-11;82;259
76;74;2021-01-12;52;311
76;74;2021-01-13;42;353
76;74;2021-01-14;81;434
76;74;2021-01-15;83;517
76;74;2021-01-16;36;553
76;74;2021-01-17;177;730
76;74;2021-01-18;166;896
76;74;2021-01-19;133;1029
76;74;2021-01-20;110;1139
76;74;2021-01-21;55;1194
76;74;2021-01-22;62;1256
76;74;2021-01-23;26;1282
76;74;2021-01-24;6;1288
76;74;2021-01-25;54;1342
76;74;2021-01-26;34;1376
76;74;2021-01-27;36;1412
76;79;2021-01-05;2;2
76;79;2021-01-06;12;14
76;79;2021-01-07;20;34
76;79;2021-01-08;17;51
76;79;2021-01-09;17;68
76;79;2021-01-10;14;82
76;79;2021-01-11;38;120
76;79;2021-01-12;34;154
76;79;2021-01-13;17;171
76;79;2021-01-14;78;249
76;79;2021-01-15;77;326
76;79;2021-01-16;55;381
76;79;2021-01-17;159;540
76;79;2021-01-18;434;974
76;79;2021-01-19;512;1486
76;79;2021-01-20;501;1987
76;79;2021-01-21;523;2510
76;79;2021-01-22;476;2986
76;79;2021-01-23;111;3097
76;79;2021-01-24;34;3131
76;79;2021-01-25;393;3524
76;79;2021-01-26;417;3941
76;79;2021-01-27;387;4328
76;80;2021-01-05;17;17
76;80;2021-01-06;29;46
76;80;2021-01-07;143;189
76;80;2021-01-08;138;327
76;80;2021-01-09;72;399
76;80;2021-01-10;8;407
76;80;2021-01-11;61;468
76;80;2021-01-12;189;657
76;80;2021-01-13;109;766
76;80;2021-01-14;314;1080
76;80;2021-01-15;248;1328
76;80;2021-01-16;378;1706
76;80;2021-01-17;1725;3431
76;80;2021-01-18;1970;5401
76;80;2021-01-19;1307;6708
76;80;2021-01-20;865;7573
76;80;2021-01-21;816;8389
76;80;2021-01-22;799;9188
76;80;2021-01-23;235;9423
76;80;2021-01-24;34;9457
76;80;2021-01-25;688;10145
76;80;2021-01-26;671;10816
76;80;2021-01-27;654;11470
77;0;2021-01-04;5;5
77;0;2021-01-05;191;196
77;0;2021-01-06;199;395
77;0;2021-01-07;474;869
77;0;2021-01-08;563;1432
77;0;2021-01-09;272;1704
77;0;2021-01-10;233;1937
77;0;2021-01-11;554;2491
77;0;2021-01-12;731;3222
77;0;2021-01-13;750;3972
77;0;2021-01-14;747;4719
77;0;2021-01-15;753;5472
77;0;2021-01-16;167;5639
77;0;2021-01-17;131;5770
77;0;2021-01-18;1161;6931
77;0;2021-01-19;1605;8536
77;0;2021-01-20;2363;10899
77;0;2021-01-21;1884;12783
77;0;2021-01-22;1090;13873
77;0;2021-01-23;345;14218
77;0;2021-01-24;43;14261
77;0;2021-01-25;926;15187
77;0;2021-01-26;1519;16706
77;0;2021-01-27;1215;17921
77;24;2021-01-05;4;4
77;24;2021-01-06;1;5
77;24;2021-01-07;2;7
77;24;2021-01-08;6;13
77;24;2021-01-09;4;17
77;24;2021-01-10;4;21
77;24;2021-01-11;8;29
77;24;2021-01-12;10;39
77;24;2021-01-13;6;45
77;24;2021-01-14;13;58
77;24;2021-01-15;8;66
77;24;2021-01-16;2;68
77;24;2021-01-17;1;69
77;24;2021-01-18;8;77
77;24;2021-01-19;6;83
77;24;2021-01-20;7;90
77;24;2021-01-21;4;94
77;24;2021-01-22;4;98
77;24;2021-01-23;1;99
77;24;2021-01-25;1;100
77;24;2021-01-26;2;102
77;29;2021-01-05;3;3
77;29;2021-01-06;6;9
77;29;2021-01-07;4;13
77;29;2021-01-08;13;26
77;29;2021-01-09;10;36
77;29;2021-01-10;12;48
77;29;2021-01-11;19;67
77;29;2021-01-12;39;106
77;29;2021-01-13;22;128
77;29;2021-01-14;10;138
77;29;2021-01-15;22;160
77;29;2021-01-16;3;163
77;29;2021-01-17;7;170
77;29;2021-01-18;11;181
77;29;2021-01-19;9;190
77;29;2021-01-20;12;202
77;29;2021-01-21;6;208
77;29;2021-01-22;11;219
77;29;2021-01-23;2;221
77;29;2021-01-25;2;223
77;29;2021-01-26;5;228
77;29;2021-01-27;1;229
77;39;2021-01-05;17;17
77;39;2021-01-06;20;37
77;39;2021-01-07;15;52
77;39;2021-01-08;65;117
77;39;2021-01-09;28;145
77;39;2021-01-10;36;181
77;39;2021-01-11;48;229
77;39;2021-01-12;84;313
77;39;2021-01-13;51;364
77;39;2021-01-14;65;429
77;39;2021-01-15;46;475
77;39;2021-01-16;22;497
77;39;2021-01-17;24;521
77;39;2021-01-18;18;539
77;39;2021-01-19;37;576
77;39;2021-01-20;56;632
77;39;2021-01-21;22;654
77;39;2021-01-22;22;676
77;39;2021-01-23;8;684
77;39;2021-01-25;2;686
77;39;2021-01-26;22;708
77;39;2021-01-27;17;725
77;49;2021-01-05;21;21
77;49;2021-01-06;26;47
77;49;2021-01-07;33;80
77;49;2021-01-08;105;185
77;49;2021-01-09;62;247
77;49;2021-01-10;43;290
77;49;2021-01-11;104;394
77;49;2021-01-12;118;512
77;49;2021-01-13;87;599
77;49;2021-01-14;86;685
77;49;2021-01-15;77;762
77;49;2021-01-16;21;783
77;49;2021-01-17;22;805
77;49;2021-01-18;36;841
77;49;2021-01-19;61;902
77;49;2021-01-20;74;976
77;49;2021-01-21;48;1024
77;49;2021-01-22;42;1066
77;49;2021-01-23;8;1074
77;49;2021-01-25;7;1081
77;49;2021-01-26;31;1112
77;49;2021-01-27;21;1133
77;59;2021-01-04;3;3
77;59;2021-01-05;50;53
77;59;2021-01-06;75;128
77;59;2021-01-07;180;308
77;59;2021-01-08;220;528
77;59;2021-01-09;97;625
77;59;2021-01-10;76;701
77;59;2021-01-11;209;910
77;59;2021-01-12;227;1137
77;59;2021-01-13;260;1397
77;59;2021-01-14;242;1639
77;59;2021-01-15;234;1873
77;59;2021-01-16;51;1924
77;59;2021-01-17;32;1956
77;59;2021-01-18;125;2081
77;59;2021-01-19;139;2220
77;59;2021-01-20;183;2403
77;59;2021-01-21;112;2515
77;59;2021-01-22;84;2599
77;59;2021-01-23;7;2606
77;59;2021-01-25;42;2648
77;59;2021-01-26;50;2698
77;59;2021-01-27;39;2737
77;64;2021-01-05;14;14
77;64;2021-01-06;33;47
77;64;2021-01-07;68;115
77;64;2021-01-08;81;196
77;64;2021-01-09;35;231
77;64;2021-01-10;29;260
77;64;2021-01-11;63;323
77;64;2021-01-12;121;444
77;64;2021-01-13;106;550
77;64;2021-01-14;118;668
77;64;2021-01-15;114;782
77;64;2021-01-16;31;813
77;64;2021-01-17;20;833
77;64;2021-01-18;56;889
77;64;2021-01-19;56;945
77;64;2021-01-20;69;1014
77;64;2021-01-21;71;1085
77;64;2021-01-22;35;1120
77;64;2021-01-23;9;1129
77;64;2021-01-24;1;1130
77;64;2021-01-25;18;1148
77;64;2021-01-26;26;1174
77;64;2021-01-27;18;1192
77;69;2021-01-04;1;1
77;69;2021-01-05;19;20
77;69;2021-01-06;13;33
77;69;2021-01-07;20;53
77;69;2021-01-08;32;85
77;69;2021-01-09;16;101
77;69;2021-01-10;10;111
77;69;2021-01-11;41;152
77;69;2021-01-12;52;204
77;69;2021-01-13;52;256
77;69;2021-01-14;72;328
77;69;2021-01-15;57;385
77;69;2021-01-16;14;399
77;69;2021-01-17;12;411
77;69;2021-01-18;35;446
77;69;2021-01-19;46;492
77;69;2021-01-20;82;574
77;69;2021-01-21;55;629
77;69;2021-01-22;30;659
77;69;2021-01-23;8;667
77;69;2021-01-24;1;668
77;69;2021-01-25;21;689
77;69;2021-01-26;38;727
77;69;2021-01-27;24;751
77;74;2021-01-05;10;10
77;74;2021-01-06;6;16
77;74;2021-01-07;18;34
77;74;2021-01-08;17;51
77;74;2021-01-09;10;61
77;74;2021-01-10;9;70
77;74;2021-01-11;31;101
77;74;2021-01-12;32;133
77;74;2021-01-13;37;170
77;74;2021-01-14;44;214
77;74;2021-01-15;52;266
77;74;2021-01-16;9;275
77;74;2021-01-17;8;283
77;74;2021-01-18;64;347
77;74;2021-01-19;55;402
77;74;2021-01-20;123;525
77;74;2021-01-21;89;614
77;74;2021-01-22;47;661
77;74;2021-01-23;6;667
77;74;2021-01-24;1;668
77;74;2021-01-25;36;704
77;74;2021-01-26;50;754
77;74;2021-01-27;53;807
77;79;2021-01-05;12;12
77;79;2021-01-06;3;15
77;79;2021-01-07;22;37
77;79;2021-01-08;9;46
77;79;2021-01-09;10;56
77;79;2021-01-10;6;62
77;79;2021-01-11;12;74
77;79;2021-01-12;18;92
77;79;2021-01-13;22;114
77;79;2021-01-14;32;146
77;79;2021-01-15;53;199
77;79;2021-01-16;8;207
77;79;2021-01-17;3;210
77;79;2021-01-18;362;572
77;79;2021-01-19;409;981
77;79;2021-01-20;407;1388
77;79;2021-01-21;420;1808
77;79;2021-01-22;294;2102
77;79;2021-01-23;103;2205
77;79;2021-01-24;13;2218
77;79;2021-01-25;337;2555
77;79;2021-01-26;378;2933
77;79;2021-01-27;296;3229
77;80;2021-01-04;1;1
77;80;2021-01-05;41;42
77;80;2021-01-06;16;58
77;80;2021-01-07;112;170
77;80;2021-01-08;15;185
77;80;2021-01-10;7;192
77;80;2021-01-11;19;211
77;80;2021-01-12;30;241
77;80;2021-01-13;107;348
77;80;2021-01-14;65;413
77;80;2021-01-15;90;503
77;80;2021-01-16;5;508
77;80;2021-01-17;2;510
77;80;2021-01-18;446;956
77;80;2021-01-19;787;1743
77;80;2021-01-20;1350;3093
77;80;2021-01-21;1056;4149
77;80;2021-01-22;521;4670
77;80;2021-01-23;193;4863
77;80;2021-01-24;27;4890
77;80;2021-01-25;460;5350
77;80;2021-01-26;917;6267
77;80;2021-01-27;745;7012
78;0;2020-12-31;15;15
78;0;2021-01-04;141;156
78;0;2021-01-05;175;331
78;0;2021-01-06;203;534
78;0;2021-01-07;377;911
78;0;2021-01-08;556;1467
78;0;2021-01-09;22;1489
78;0;2021-01-11;723;2212
78;0;2021-01-12;836;3048
78;0;2021-01-13;631;3679
78;0;2021-01-14;750;4429
78;0;2021-01-15;761;5190
78;0;2021-01-16;28;5218
78;0;2021-01-18;1333;6551
78;0;2021-01-19;1758;8309
78;0;2021-01-20;1519;9828
78;0;2021-01-21;3023;12851
78;0;2021-01-22;2012;14863
78;0;2021-01-23;255;15118
78;0;2021-01-24;4;15122
78;0;2021-01-25;889;16011
78;0;2021-01-26;1464;17475
78;0;2021-01-27;1671;19146
78;24;2021-01-07;2;2
78;24;2021-01-12;2;4
78;24;2021-01-15;3;7
78;24;2021-01-16;1;8
78;24;2021-01-18;10;18
78;24;2021-01-19;13;31
78;24;2021-01-20;3;34
78;24;2021-01-21;9;43
78;24;2021-01-22;9;52
78;24;2021-01-23;3;55
78;24;2021-01-25;2;57
78;24;2021-01-26;1;58
78;24;2021-01-27;2;60
78;29;2021-01-05;1;1
78;29;2021-01-07;1;2
78;29;2021-01-08;2;4
78;29;2021-01-11;5;9
78;29;2021-01-12;1;10
78;29;2021-01-13;5;15
78;29;2021-01-14;4;19
78;29;2021-01-15;9;28
78;29;2021-01-16;1;29
78;29;2021-01-18;34;63
78;29;2021-01-19;34;97
78;29;2021-01-20;4;101
78;29;2021-01-21;17;118
78;29;2021-01-22;19;137
78;29;2021-01-23;2;139
78;29;2021-01-25;1;140
78;29;2021-01-26;2;142
78;29;2021-01-27;4;146
78;39;2021-01-04;3;3
78;39;2021-01-05;3;6
78;39;2021-01-06;10;16
78;39;2021-01-07;7;23
78;39;2021-01-08;17;40
78;39;2021-01-09;2;42
78;39;2021-01-11;16;58
78;39;2021-01-12;26;84
78;39;2021-01-13;14;98
78;39;2021-01-14;32;130
78;39;2021-01-15;31;161
78;39;2021-01-16;5;166
78;39;2021-01-18;115;281
78;39;2021-01-19;94;375
78;39;2021-01-20;17;392
78;39;2021-01-21;61;453
78;39;2021-01-22;76;529
78;39;2021-01-23;4;533
78;39;2021-01-24;1;534
78;39;2021-01-25;9;543
78;39;2021-01-26;13;556
78;39;2021-01-27;28;584
78;49;2021-01-04;5;5
78;49;2021-01-05;8;13
78;49;2021-01-06;15;28
78;49;2021-01-07;15;43
78;49;2021-01-08;43;86
78;49;2021-01-09;1;87
78;49;2021-01-11;49;136
78;49;2021-01-12;66;202
78;49;2021-01-13;53;255
78;49;2021-01-14;67;322
78;49;2021-01-15;78;400
78;49;2021-01-16;6;406
78;49;2021-01-18;127;533
78;49;2021-01-19;121;654
78;49;2021-01-20;53;707
78;49;2021-01-21;117;824
78;49;2021-01-22;110;934
78;49;2021-01-23;8;942
78;49;2021-01-25;27;969
78;49;2021-01-26;28;997
78;49;2021-01-27;38;1035
78;59;2020-12-31;1;1
78;59;2021-01-04;86;87
78;59;2021-01-05;81;168
78;59;2021-01-06;80;248
78;59;2021-01-07;144;392
78;59;2021-01-08;196;588
78;59;2021-01-09;10;598
78;59;2021-01-11;281;879
78;59;2021-01-12;280;1159
78;59;2021-01-13;254;1413
78;59;2021-01-14;252;1665
78;59;2021-01-15;266;1931
78;59;2021-01-16;7;1938
78;59;2021-01-18;140;2078
78;59;2021-01-19;188;2266
78;59;2021-01-20;139;2405
78;59;2021-01-21;264;2669
78;59;2021-01-22;216;2885
78;59;2021-01-23;17;2902
78;59;2021-01-25;65;2967
78;59;2021-01-26;89;3056
78;59;2021-01-27;108;3164
78;64;2021-01-04;27;27
78;64;2021-01-05;36;63
78;64;2021-01-06;45;108
78;64;2021-01-07;72;180
78;64;2021-01-08;112;292
78;64;2021-01-09;3;295
78;64;2021-01-11;143;438
78;64;2021-01-12;132;570
78;64;2021-01-13;95;665
78;64;2021-01-14;115;780
78;64;2021-01-15;130;910
78;64;2021-01-16;2;912
78;64;2021-01-18;73;985
78;64;2021-01-19;108;1093
78;64;2021-01-20;84;1177
78;64;2021-01-21;157;1334
78;64;2021-01-22;106;1440
78;64;2021-01-23;14;1454
78;64;2021-01-24;1;1455
78;64;2021-01-25;39;1494
78;64;2021-01-26;57;1551
78;64;2021-01-27;63;1614
78;69;2021-01-04;13;13
78;69;2021-01-05;18;31
78;69;2021-01-06;22;53
78;69;2021-01-07;37;90
78;69;2021-01-08;56;146
78;69;2021-01-09;3;149
78;69;2021-01-11;76;225
78;69;2021-01-12;90;315
78;69;2021-01-13;54;369
78;69;2021-01-14;68;437
78;69;2021-01-15;65;502
78;69;2021-01-16;2;504
78;69;2021-01-18;70;574
78;69;2021-01-19;64;638
78;69;2021-01-20;36;674
78;69;2021-01-21;114;788
78;69;2021-01-22;69;857
78;69;2021-01-23;13;870
78;69;2021-01-24;1;871
78;69;2021-01-25;22;893
78;69;2021-01-26;41;934
78;69;2021-01-27;65;999
78;74;2021-01-04;4;4
78;74;2021-01-05;10;14
78;74;2021-01-06;16;30
78;74;2021-01-07;27;57
78;74;2021-01-08;40;97
78;74;2021-01-11;68;165
78;74;2021-01-12;66;231
78;74;2021-01-13;39;270
78;74;2021-01-14;60;330
78;74;2021-01-15;51;381
78;74;2021-01-16;2;383
78;74;2021-01-18;68;451
78;74;2021-01-19;79;530
78;74;2021-01-20;63;593
78;74;2021-01-21;103;696
78;74;2021-01-22;74;770
78;74;2021-01-23;21;791
78;74;2021-01-25;21;812
78;74;2021-01-26;67;879
78;74;2021-01-27;66;945
78;79;2021-01-04;1;1
78;79;2021-01-05;10;11
78;79;2021-01-06;7;18
78;79;2021-01-07;15;33
78;79;2021-01-08;32;65
78;79;2021-01-09;1;66
78;79;2021-01-11;18;84
78;79;2021-01-12;35;119
78;79;2021-01-13;21;140
78;79;2021-01-14;31;171
78;79;2021-01-15;41;212
78;79;2021-01-16;2;214
78;79;2021-01-18;259;473
78;79;2021-01-19;349;822
78;79;2021-01-20;288;1110
78;79;2021-01-21;398;1508
78;79;2021-01-22;350;1858
78;79;2021-01-23;59;1917
78;79;2021-01-25;274;2191
78;79;2021-01-26;369;2560
78;79;2021-01-27;340;2900
78;80;2020-12-31;14;14
78;80;2021-01-04;2;16
78;80;2021-01-05;8;24
78;80;2021-01-06;8;32
78;80;2021-01-07;57;89
78;80;2021-01-08;58;147
78;80;2021-01-09;2;149
78;80;2021-01-11;67;216
78;80;2021-01-12;138;354
78;80;2021-01-13;96;450
78;80;2021-01-14;121;571
78;80;2021-01-15;87;658
78;80;2021-01-18;437;1095
78;80;2021-01-19;708;1803
78;80;2021-01-20;832;2635
78;80;2021-01-21;1783;4418
78;80;2021-01-22;983;5401
78;80;2021-01-23;114;5515
78;80;2021-01-24;1;5516
78;80;2021-01-25;429;5945
78;80;2021-01-26;797;6742
78;80;2021-01-27;957;7699
79;0;2021-01-07;155;155
79;0;2021-01-08;165;320
79;0;2021-01-09;98;418
79;0;2021-01-10;3;421
79;0;2021-01-11;137;558
79;0;2021-01-12;176;734
79;0;2021-01-13;227;961
79;0;2021-01-14;479;1440
79;0;2021-01-15;567;2007
79;0;2021-01-16;66;2073
79;0;2021-01-18;458;2531
79;0;2021-01-19;1281;3812
79;0;2021-01-20;1536;5348
79;0;2021-01-21;1959;7307
79;0;2021-01-22;861;8168
79;0;2021-01-23;64;8232
79;0;2021-01-25;638;8870
79;0;2021-01-26;540;9410
79;0;2021-01-27;716;10126
79;24;2021-01-08;1;1
79;24;2021-01-12;1;2
79;24;2021-01-13;1;3
79;24;2021-01-14;3;6
79;24;2021-01-15;4;10
79;24;2021-01-18;1;11
79;24;2021-01-19;3;14
79;24;2021-01-20;9;23
79;24;2021-01-21;12;35
79;24;2021-01-22;3;38
79;24;2021-01-25;2;40
79;24;2021-01-26;2;42
79;24;2021-01-27;8;50
79;29;2021-01-08;1;1
79;29;2021-01-09;2;3
79;29;2021-01-13;2;5
79;29;2021-01-14;4;9
79;29;2021-01-15;3;12
79;29;2021-01-18;2;14
79;29;2021-01-19;3;17
79;29;2021-01-20;7;24
79;29;2021-01-21;22;46
79;29;2021-01-22;8;54
79;29;2021-01-23;2;56
79;29;2021-01-25;1;57
79;29;2021-01-27;5;62
79;39;2021-01-08;9;9
79;39;2021-01-09;1;10
79;39;2021-01-11;2;12
79;39;2021-01-12;2;14
79;39;2021-01-13;7;21
79;39;2021-01-14;32;53
79;39;2021-01-15;22;75
79;39;2021-01-18;9;84
79;39;2021-01-19;40;124
79;39;2021-01-20;42;166
79;39;2021-01-21;55;221
79;39;2021-01-22;26;247
79;39;2021-01-23;6;253
79;39;2021-01-25;9;262
79;39;2021-01-26;8;270
79;39;2021-01-27;22;292
79;49;2021-01-07;4;4
79;49;2021-01-08;13;17
79;49;2021-01-09;5;22
79;49;2021-01-11;5;27
79;49;2021-01-12;8;35
79;49;2021-01-13;18;53
79;49;2021-01-14;53;106
79;49;2021-01-15;48;154
79;49;2021-01-16;5;159
79;49;2021-01-18;14;173
79;49;2021-01-19;55;228
79;49;2021-01-20;65;293
79;49;2021-01-21;84;377
79;49;2021-01-22;51;428
79;49;2021-01-23;7;435
79;49;2021-01-25;13;448
79;49;2021-01-26;12;460
79;49;2021-01-27;32;492
79;59;2021-01-07;32;32
79;59;2021-01-08;68;100
79;59;2021-01-09;35;135
79;59;2021-01-11;91;226
79;59;2021-01-12;106;332
79;59;2021-01-13;133;465
79;59;2021-01-14;182;647
79;59;2021-01-15;155;802
79;59;2021-01-16;9;811
79;59;2021-01-18;66;877
79;59;2021-01-19;145;1022
79;59;2021-01-20;144;1166
79;59;2021-01-21;281;1447
79;59;2021-01-22;124;1571
79;59;2021-01-23;5;1576
79;59;2021-01-25;59;1635
79;59;2021-01-26;28;1663
79;59;2021-01-27;53;1716
79;64;2021-01-07;14;14
79;64;2021-01-08;26;40
79;64;2021-01-09;14;54
79;64;2021-01-11;28;82
79;64;2021-01-12;43;125
79;64;2021-01-13;40;165
79;64;2021-01-14;56;221
79;64;2021-01-15;50;271
79;64;2021-01-16;5;276
79;64;2021-01-18;19;295
79;64;2021-01-19;60;355
79;64;2021-01-20;68;423
79;64;2021-01-21;111;534
79;64;2021-01-22;43;577
79;64;2021-01-23;9;586
79;64;2021-01-25;24;610
79;64;2021-01-26;17;627
79;64;2021-01-27;36;663
79;69;2021-01-07;12;12
79;69;2021-01-08;9;21
79;69;2021-01-09;7;28
79;69;2021-01-11;6;34
79;69;2021-01-12;11;45
79;69;2021-01-13;14;59
79;69;2021-01-14;17;76
79;69;2021-01-15;11;87
79;69;2021-01-16;2;89
79;69;2021-01-18;7;96
79;69;2021-01-19;35;131
79;69;2021-01-20;49;180
79;69;2021-01-21;68;248
79;69;2021-01-22;37;285
79;69;2021-01-23;7;292
79;69;2021-01-25;19;311
79;69;2021-01-26;17;328
79;69;2021-01-27;21;349
79;74;2021-01-07;6;6
79;74;2021-01-08;1;7
79;74;2021-01-09;6;13
79;74;2021-01-11;4;17
79;74;2021-01-12;5;22
79;74;2021-01-13;9;31
79;74;2021-01-14;10;41
79;74;2021-01-15;19;60
79;74;2021-01-16;1;61
79;74;2021-01-18;15;76
79;74;2021-01-19;45;121
79;74;2021-01-20;60;181
79;74;2021-01-21;90;271
79;74;2021-01-22;37;308
79;74;2021-01-23;5;313
79;74;2021-01-25;29;342
79;74;2021-01-26;27;369
79;74;2021-01-27;35;404
79;79;2021-01-07;4;4
79;79;2021-01-08;1;5
79;79;2021-01-09;4;9
79;79;2021-01-10;1;10
79;79;2021-01-11;1;11
79;79;2021-01-13;2;13
79;79;2021-01-14;23;36
79;79;2021-01-15;59;95
79;79;2021-01-16;13;108
79;79;2021-01-18;138;246
79;79;2021-01-19;170;416
79;79;2021-01-20;195;611
79;79;2021-01-21;207;818
79;79;2021-01-22;162;980
79;79;2021-01-23;9;989
79;79;2021-01-25;145;1134
79;79;2021-01-26;136;1270
79;79;2021-01-27;134;1404
79;80;2021-01-07;83;83
79;80;2021-01-08;36;119
79;80;2021-01-09;24;143
79;80;2021-01-10;2;145
79;80;2021-01-13;1;146
79;80;2021-01-14;99;245
79;80;2021-01-15;196;441
79;80;2021-01-16;31;472
79;80;2021-01-18;187;659
79;80;2021-01-19;725;1384
79;80;2021-01-20;897;2281
79;80;2021-01-21;1029;3310
79;80;2021-01-22;370;3680
79;80;2021-01-23;14;3694
79;80;2021-01-25;337;4031
79;80;2021-01-26;293;4324
79;80;2021-01-27;370;4694
80;0;2020-12-29;11;11
80;0;2021-01-06;30;41
80;0;2021-01-07;264;305
80;0;2021-01-08;280;585
80;0;2021-01-09;108;693
80;0;2021-01-10;21;714
80;0;2021-01-11;275;989
80;0;2021-01-12;426;1415
80;0;2021-01-13;512;1927
80;0;2021-01-14;454;2381
80;0;2021-01-15;328;2709
80;0;2021-01-16;102;2811
80;0;2021-01-17;102;2913
80;0;2021-01-18;411;3324
80;0;2021-01-19;881;4205
80;0;2021-01-20;1046;5251
80;0;2021-01-21;1008;6259
80;0;2021-01-22;1110;7369
80;0;2021-01-23;905;8274
80;0;2021-01-24;753;9027
80;0;2021-01-25;1409;10436
80;0;2021-01-26;1385;11821
80;0;2021-01-27;811;12632
80;24;2021-01-08;1;1
80;24;2021-01-14;1;2
80;24;2021-01-16;1;3
80;24;2021-01-18;3;6
80;24;2021-01-19;2;8
80;24;2021-01-20;2;10
80;24;2021-01-21;5;15
80;24;2021-01-22;3;18
80;24;2021-01-23;4;22
80;24;2021-01-24;2;24
80;24;2021-01-25;8;32
80;24;2021-01-26;7;39
80;24;2021-01-27;9;48
80;29;2021-01-08;1;1
80;29;2021-01-11;4;5
80;29;2021-01-13;1;6
80;29;2021-01-14;5;11
80;29;2021-01-15;1;12
80;29;2021-01-16;1;13
80;29;2021-01-17;1;14
80;29;2021-01-18;6;20
80;29;2021-01-19;6;26
80;29;2021-01-20;9;35
80;29;2021-01-21;13;48
80;29;2021-01-22;9;57
80;29;2021-01-23;2;59
80;29;2021-01-24;3;62
80;29;2021-01-25;16;78
80;29;2021-01-26;19;97
80;29;2021-01-27;8;105
80;39;2020-12-29;1;1
80;39;2021-01-07;8;9
80;39;2021-01-08;4;13
80;39;2021-01-10;3;16
80;39;2021-01-11;4;20
80;39;2021-01-12;4;24
80;39;2021-01-13;16;40
80;39;2021-01-14;9;49
80;39;2021-01-15;10;59
80;39;2021-01-16;6;65
80;39;2021-01-17;1;66
80;39;2021-01-18;17;83
80;39;2021-01-19;22;105
80;39;2021-01-20;28;133
80;39;2021-01-21;38;171
80;39;2021-01-22;33;204
80;39;2021-01-23;11;215
80;39;2021-01-24;24;239
80;39;2021-01-25;62;301
80;39;2021-01-26;79;380
80;39;2021-01-27;23;403
80;49;2021-01-06;3;3
80;49;2021-01-07;12;15
