dep;sexe;jour;n_dose1;n_cum_dose1
42;0;2021-01-07;209;387
42;0;2021-01-08;221;608
42;0;2021-01-09;136;744
42;0;2021-01-11;291;1035
42;0;2021-01-12;410;1445
42;0;2021-01-13;525;1970
42;0;2021-01-14;601;2571
42;0;2021-01-15;618;3189
42;0;2021-01-16;297;3486
42;0;2021-01-17;217;3703
42;0;2021-01-18;952;4655
42;0;2021-01-19;1192;5847
42;0;2021-01-20;930;6777
42;0;2021-01-21;957;7734
42;0;2021-01-22;967;8701
42;0;2021-01-23;398;9099
42;0;2021-01-24;358;9457
42;0;2021-01-25;983;10440
42;0;2021-01-26;1573;12013
42;0;2021-01-27;1357;13370
42;1;2021-01-06;73;73
42;1;2021-01-07;81;154
42;1;2021-01-08;89;243
42;1;2021-01-09;64;307
42;1;2021-01-11;115;422
42;1;2021-01-12;171;593
42;1;2021-01-13;187;780
42;1;2021-01-14;231;1011
42;1;2021-01-15;230;1241
42;1;2021-01-16;129;1370
42;1;2021-01-17;98;1468
42;1;2021-01-18;401;1869
42;1;2021-01-19;440;2309
42;1;2021-01-20;401;2710
42;1;2021-01-21;395;3105
42;1;2021-01-22;399;3504
42;1;2021-01-23;186;3690
42;1;2021-01-24;168;3858
42;1;2021-01-25;407;4265
42;1;2021-01-26;590;4855
42;1;2021-01-27;527;5382
42;2;2021-01-06;105;105
42;2;2021-01-07;128;233
42;2;2021-01-08;132;365
42;2;2021-01-09;72;437
42;2;2021-01-11;176;613
42;2;2021-01-12;239;852
42;2;2021-01-13;338;1190
42;2;2021-01-14;370;1560
42;2;2021-01-15;388;1948
42;2;2021-01-16;168;2116
42;2;2021-01-17;119;2235
42;2;2021-01-18;551;2786
42;2;2021-01-19;750;3536
42;2;2021-01-20;529;4065
42;2;2021-01-21;562;4627
42;2;2021-01-22;568;5195
42;2;2021-01-23;212;5407
42;2;2021-01-24;190;5597
42;2;2021-01-25;576;6173
42;2;2021-01-26;983;7156
42;2;2021-01-27;830;7986
43;0;2021-01-04;1;1
43;0;2021-01-07;165;166
43;0;2021-01-08;142;308
43;0;2021-01-11;136;444
43;0;2021-01-12;243;687
43;0;2021-01-13;243;930
43;0;2021-01-14;292;1222
43;0;2021-01-15;284;1506
43;0;2021-01-16;32;1538
43;0;2021-01-18;737;2275
43;0;2021-01-19;756;3031
43;0;2021-01-20;500;3531
43;0;2021-01-21;434;3965
43;0;2021-01-22;464;4429
43;0;2021-01-23;1;4430
43;0;2021-01-24;1;4431
43;0;2021-01-25;536;4967
43;0;2021-01-26;608;5575
43;0;2021-01-27;734;6309
43;1;2021-01-07;56;56
43;1;2021-01-08;43;99
43;1;2021-01-11;51;150
43;1;2021-01-12;96;246
43;1;2021-01-13;106;352
43;1;2021-01-14;117;469
43;1;2021-01-15;79;548
43;1;2021-01-16;11;559
43;1;2021-01-18;284;843
43;1;2021-01-19;280;1123
43;1;2021-01-20;186;1309
43;1;2021-01-21;171;1480
43;1;2021-01-22;195;1675
43;1;2021-01-23;1;1676
43;1;2021-01-24;1;1677
43;1;2021-01-25;250;1927
43;1;2021-01-26;278;2205
43;1;2021-01-27;342;2547
43;2;2021-01-04;1;1
43;2;2021-01-07;109;110
43;2;2021-01-08;99;209
43;2;2021-01-11;85;294
43;2;2021-01-12;147;441
43;2;2021-01-13;137;578
43;2;2021-01-14;175;753
43;2;2021-01-15;205;958
43;2;2021-01-16;21;979
43;2;2021-01-18;453;1432
43;2;2021-01-19;476;1908
43;2;2021-01-20;314;2222
43;2;2021-01-21;263;2485
43;2;2021-01-22;269;2754
43;2;2021-01-25;286;3040
43;2;2021-01-26;330;3370
43;2;2021-01-27;392;3762
44;0;2021-01-03;1;1
44;0;2021-01-06;20;21
44;0;2021-01-07;171;192
44;0;2021-01-08;440;632
44;0;2021-01-09;468;1100
44;0;2021-01-10;450;1550
44;0;2021-01-11;735;2285
44;0;2021-01-12;855;3140
44;0;2021-01-13;1028;4168
44;0;2021-01-14;1031;5199
44;0;2021-01-15;930;6129
44;0;2021-01-16;291;6420
44;0;2021-01-17;314;6734
44;0;2021-01-18;828;7562
44;0;2021-01-19;2203;9765
44;0;2021-01-20;2286;12051
44;0;2021-01-21;4174;16225
44;0;2021-01-22;2270;18495
44;0;2021-01-23;755;19250
44;0;2021-01-24;119;19369
44;0;2021-01-25;756;20125
44;0;2021-01-26;2354;22479
44;0;2021-01-27;1893;24372
44;1;2021-01-03;1;1
44;1;2021-01-06;8;9
44;1;2021-01-07;55;64
44;1;2021-01-08;192;256
44;1;2021-01-09;201;457
44;1;2021-01-10;187;644
44;1;2021-01-11;268;912
44;1;2021-01-12;312;1224
44;1;2021-01-13;346;1570
44;1;2021-01-14;337;1907
44;1;2021-01-15;327;2234
44;1;2021-01-16;113;2347
44;1;2021-01-17;115;2462
44;1;2021-01-18;311;2773
44;1;2021-01-19;754;3527
44;1;2021-01-20;741;4268
44;1;2021-01-21;1266;5534
44;1;2021-01-22;839;6373
44;1;2021-01-23;354;6727
44;1;2021-01-24;57;6784
44;1;2021-01-25;334;7118
44;1;2021-01-26;771;7889
44;1;2021-01-27;644;8533
44;2;2021-01-06;12;12
44;2;2021-01-07;116;128
44;2;2021-01-08;248;376
44;2;2021-01-09;267;643
44;2;2021-01-10;263;906
44;2;2021-01-11;467;1373
44;2;2021-01-12;543;1916
44;2;2021-01-13;682;2598
44;2;2021-01-14;694;3292
44;2;2021-01-15;603;3895
44;2;2021-01-16;178;4073
44;2;2021-01-17;199;4272
44;2;2021-01-18;517;4789
44;2;2021-01-19;1448;6237
44;2;2021-01-20;1545;7782
44;2;2021-01-21;2908;10690
44;2;2021-01-22;1430;12120
44;2;2021-01-23;401;12521
44;2;2021-01-24;62;12583
44;2;2021-01-25;422;13005
44;2;2021-01-26;1583;14588
44;2;2021-01-27;1248;15836
45;0;2021-01-05;76;76
45;0;2021-01-06;68;144
45;0;2021-01-07;172;316
45;0;2021-01-08;195;511
45;0;2021-01-09;41;552
45;0;2021-01-10;23;575
45;0;2021-01-11;247;822
45;0;2021-01-12;671;1493
45;0;2021-01-13;494;1987
45;0;2021-01-14;462;2449
45;0;2021-01-15;373;2822
45;0;2021-01-16;39;2861
45;0;2021-01-17;24;2885
45;0;2021-01-18;801;3686
45;0;2021-01-19;1156;4842
45;0;2021-01-20;2065;6907
45;0;2021-01-21;2480;9387
45;0;2021-01-22;1391;10778
45;0;2021-01-23;116;10894
45;0;2021-01-24;38;10932
45;0;2021-01-25;550;11482
45;0;2021-01-26;835;12317
45;0;2021-01-27;639;12956
45;1;2021-01-05;20;20
45;1;2021-01-06;38;58
45;1;2021-01-07;50;108
45;1;2021-01-08;75;183
45;1;2021-01-09;18;201
45;1;2021-01-10;12;213
45;1;2021-01-11;92;305
45;1;2021-01-12;246;551
45;1;2021-01-13;157;708
45;1;2021-01-14;168;876
45;1;2021-01-15;139;1015
45;1;2021-01-16;11;1026
45;1;2021-01-17;7;1033
45;1;2021-01-18;320;1353
45;1;2021-01-19;438;1791
45;1;2021-01-20;747;2538
45;1;2021-01-21;741;3279
45;1;2021-01-22;468;3747
45;1;2021-01-23;51;3798
45;1;2021-01-24;20;3818
45;1;2021-01-25;243;4061
45;1;2021-01-26;367;4428
45;1;2021-01-27;281;4709
45;2;2021-01-05;56;56
45;2;2021-01-06;30;86
45;2;2021-01-07;122;208
45;2;2021-01-08;120;328
45;2;2021-01-09;23;351
45;2;2021-01-10;11;362
45;2;2021-01-11;155;517
45;2;2021-01-12;424;941
45;2;2021-01-13;337;1278
45;2;2021-01-14;294;1572
45;2;2021-01-15;234;1806
45;2;2021-01-16;28;1834
45;2;2021-01-17;17;1851
45;2;2021-01-18;481;2332
45;2;2021-01-19;717;3049
45;2;2021-01-20;1318;4367
45;2;2021-01-21;1739;6106
45;2;2021-01-22;923;7029
45;2;2021-01-23;65;7094
45;2;2021-01-24;18;7112
45;2;2021-01-25;307;7419
45;2;2021-01-26;468;7887
45;2;2021-01-27;358;8245
46;0;2021-01-06;3;3
46;0;2021-01-07;130;133
46;0;2021-01-08;178;311
46;0;2021-01-09;1;312
46;0;2021-01-10;1;313
46;0;2021-01-11;112;425
46;0;2021-01-12;122;547
46;0;2021-01-13;166;713
46;0;2021-01-14;175;888
46;0;2021-01-15;249;1137
46;0;2021-01-16;16;1153
46;0;2021-01-18;258;1411
46;0;2021-01-19;353;1764
46;0;2021-01-20;861;2625
46;0;2021-01-21;915;3540
46;0;2021-01-22;370;3910
46;0;2021-01-25;189;4099
46;0;2021-01-26;226;4325
46;0;2021-01-27;248;4573
46;1;2021-01-06;2;2
46;1;2021-01-07;49;51
46;1;2021-01-08;52;103
46;1;2021-01-10;1;104
46;1;2021-01-11;45;149
46;1;2021-01-12;55;204
46;1;2021-01-13;61;265
46;1;2021-01-14;67;332
46;1;2021-01-15;82;414
46;1;2021-01-16;2;416
46;1;2021-01-18;100;516
46;1;2021-01-19;138;654
46;1;2021-01-20;264;918
46;1;2021-01-21;324;1242
46;1;2021-01-22;155;1397
46;1;2021-01-25;89;1486
46;1;2021-01-26;104;1590
46;1;2021-01-27;116;1706
46;2;2021-01-06;1;1
46;2;2021-01-07;81;82
46;2;2021-01-08;126;208
46;2;2021-01-09;1;209
46;2;2021-01-11;67;276
46;2;2021-01-12;67;343
46;2;2021-01-13;105;448
46;2;2021-01-14;108;556
46;2;2021-01-15;167;723
46;2;2021-01-16;14;737
46;2;2021-01-18;158;895
46;2;2021-01-19;215;1110
46;2;2021-01-20;597;1707
46;2;2021-01-21;591;2298
46;2;2021-01-22;215;2513
46;2;2021-01-25;100;2613
46;2;2021-01-26;121;2734
46;2;2021-01-27;132;2866
47;0;2021-01-07;70;70
47;0;2021-01-08;174;244
47;0;2021-01-09;105;349
47;0;2021-01-11;235;584
47;0;2021-01-12;311;895
47;0;2021-01-13;338;1233
47;0;2021-01-14;314;1547
47;0;2021-01-15;251;1798
47;0;2021-01-16;175;1973
47;0;2021-01-18;431;2404
47;0;2021-01-19;419;2823
47;0;2021-01-20;452;3275
47;0;2021-01-21;525;3800
47;0;2021-01-22;455;4255
47;0;2021-01-23;386;4641
47;0;2021-01-25;406;5047
47;0;2021-01-26;735;5782
47;0;2021-01-27;619;6401
47;1;2021-01-07;22;22
47;1;2021-01-08;74;96
47;1;2021-01-09;32;128
47;1;2021-01-11;78;206
47;1;2021-01-12;111;317
47;1;2021-01-13;114;431
47;1;2021-01-14;105;536
47;1;2021-01-15;97;633
47;1;2021-01-16;77;710
47;1;2021-01-18;194;904
47;1;2021-01-19;184;1088
47;1;2021-01-20;191;1279
47;1;2021-01-21;221;1500
47;1;2021-01-22;187;1687
47;1;2021-01-23;178;1865
47;1;2021-01-25;184;2049
47;1;2021-01-26;285;2334
47;1;2021-01-27;255;2589
47;2;2021-01-07;48;48
47;2;2021-01-08;100;148
47;2;2021-01-09;73;221
47;2;2021-01-11;157;378
47;2;2021-01-12;200;578
47;2;2021-01-13;224;802
47;2;2021-01-14;209;1011
47;2;2021-01-15;154;1165
47;2;2021-01-16;98;1263
47;2;2021-01-18;237;1500
47;2;2021-01-19;235;1735
47;2;2021-01-20;261;1996
47;2;2021-01-21;303;2299
47;2;2021-01-22;267;2566
47;2;2021-01-23;208;2774
47;2;2021-01-25;222;2996
47;2;2021-01-26;449;3445
47;2;2021-01-27;364;3809
48;0;2021-01-07;14;14
48;0;2021-01-08;80;94
48;0;2021-01-11;13;107
48;0;2021-01-12;17;124
48;0;2021-01-13;104;228
48;0;2021-01-14;89;317
48;0;2021-01-15;62;379
48;0;2021-01-18;116;495
48;0;2021-01-19;328;823
48;0;2021-01-20;363;1186
48;0;2021-01-21;431;1617
48;0;2021-01-22;197;1814
48;0;2021-01-23;35;1849
48;0;2021-01-25;106;1955
48;0;2021-01-26;202;2157
48;0;2021-01-27;227;2384
48;1;2021-01-07;8;8
48;1;2021-01-08;36;44
48;1;2021-01-11;4;48
48;1;2021-01-12;9;57
48;1;2021-01-13;35;92
48;1;2021-01-14;68;160
48;1;2021-01-15;29;189
48;1;2021-01-18;39;228
48;1;2021-01-19;127;355
48;1;2021-01-20;135;490
48;1;2021-01-21;184;674
48;1;2021-01-22;83;757
48;1;2021-01-23;7;764
48;1;2021-01-25;51;815
48;1;2021-01-26;80;895
48;1;2021-01-27;125;1020
48;2;2021-01-07;6;6
48;2;2021-01-08;44;50
48;2;2021-01-11;9;59
48;2;2021-01-12;8;67
48;2;2021-01-13;69;136
48;2;2021-01-14;21;157
48;2;2021-01-15;33;190
48;2;2021-01-18;77;267
48;2;2021-01-19;201;468
48;2;2021-01-20;228;696
48;2;2021-01-21;247;943
48;2;2021-01-22;114;1057
48;2;2021-01-23;28;1085
48;2;2021-01-25;55;1140
48;2;2021-01-26;122;1262
48;2;2021-01-27;102;1364
49;0;2021-01-04;9;9
49;0;2021-01-05;87;96
49;0;2021-01-06;142;238
49;0;2021-01-07;171;409
49;0;2021-01-08;225;634
49;0;2021-01-09;117;751
49;0;2021-01-10;114;865
49;0;2021-01-11;284;1149
49;0;2021-01-12;559;1708
49;0;2021-01-13;548;2256
49;0;2021-01-14;536;2792
49;0;2021-01-15;705;3497
49;0;2021-01-16;119;3616
49;0;2021-01-17;111;3727
49;0;2021-01-18;679;4406
49;0;2021-01-19;1018;5424
49;0;2021-01-20;1272;6696
49;0;2021-01-21;1727;8423
49;0;2021-01-22;1223;9646
49;0;2021-01-23;256;9902
49;0;2021-01-25;521;10423
49;0;2021-01-26;914;11337
49;0;2021-01-27;1645;12982
49;1;2021-01-04;7;7
49;1;2021-01-05;42;49
49;1;2021-01-06;57;106
49;1;2021-01-07;74;180
49;1;2021-01-08;79;259
49;1;2021-01-09;60;319
49;1;2021-01-10;58;377
49;1;2021-01-11;114;491
49;1;2021-01-12;210;701
49;1;2021-01-13;165;866
49;1;2021-01-14;182;1048
49;1;2021-01-15;205;1253
49;1;2021-01-16;42;1295
49;1;2021-01-17;44;1339
49;1;2021-01-18;261;1600
49;1;2021-01-19;353;1953
49;1;2021-01-20;419;2372
49;1;2021-01-21;545;2917
49;1;2021-01-22;432;3349
49;1;2021-01-23;98;3447
49;1;2021-01-25;238;3685
49;1;2021-01-26;363;4048
49;1;2021-01-27;524;4572
49;2;2021-01-04;2;2
49;2;2021-01-05;45;47
49;2;2021-01-06;85;132
49;2;2021-01-07;97;229
49;2;2021-01-08;146;375
49;2;2021-01-09;57;432
49;2;2021-01-10;56;488
49;2;2021-01-11;170;658
49;2;2021-01-12;349;1007
49;2;2021-01-13;383;1390
49;2;2021-01-14;354;1744
49;2;2021-01-15;500;2244
49;2;2021-01-16;77;2321
49;2;2021-01-17;67;2388
49;2;2021-01-18;418;2806
49;2;2021-01-19;665;3471
49;2;2021-01-20;853;4324
49;2;2021-01-21;1182;5506
49;2;2021-01-22;791;6297
49;2;2021-01-23;158;6455
49;2;2021-01-25;283;6738
49;2;2021-01-26;551;7289
49;2;2021-01-27;1121;8410
50;0;2021-01-06;126;126
50;0;2021-01-07;274;400
50;0;2021-01-08;389;789
50;0;2021-01-09;234;1023
50;0;2021-01-10;17;1040
50;0;2021-01-11;361;1401
50;0;2021-01-12;500;1901
50;0;2021-01-13;688;2589
50;0;2021-01-14;920;3509
50;0;2021-01-15;648;4157
50;0;2021-01-16;205;4362
50;0;2021-01-18;565;4927
50;0;2021-01-19;779;5706
50;0;2021-01-20;804;6510
50;0;2021-01-21;844;7354
50;0;2021-01-22;649;8003
50;0;2021-01-23;629;8632
50;0;2021-01-24;865;9497
50;0;2021-01-25;2375;11872
50;0;2021-01-26;1187;13059
50;0;2021-01-27;605;13664
50;1;2021-01-06;61;61
50;1;2021-01-07;121;182
50;1;2021-01-08;152;334
50;1;2021-01-09;96;430
50;1;2021-01-10;5;435
50;1;2021-01-11;128;563
50;1;2021-01-12;158;721
50;1;2021-01-13;217;938
50;1;2021-01-14;314;1252
50;1;2021-01-15;190;1442
50;1;2021-01-16;101;1543
50;1;2021-01-18;224;1767
50;1;2021-01-19;311;2078
50;1;2021-01-20;327;2405
50;1;2021-01-21;330;2735
50;1;2021-01-22;278;3013
50;1;2021-01-23;220;3233
50;1;2021-01-24;233;3466
50;1;2021-01-25;650;4116
50;1;2021-01-26;432;4548
50;1;2021-01-27;268;4816
50;2;2021-01-06;65;65
50;2;2021-01-07;153;218
50;2;2021-01-08;237;455
50;2;2021-01-09;138;593
50;2;2021-01-10;12;605
50;2;2021-01-11;233;838
50;2;2021-01-12;342;1180
50;2;2021-01-13;471;1651
50;2;2021-01-14;606;2257
50;2;2021-01-15;458;2715
50;2;2021-01-16;104;2819
50;2;2021-01-18;340;3159
50;2;2021-01-19;468;3627
50;2;2021-01-20;477;4104
50;2;2021-01-21;514;4618
50;2;2021-01-22;371;4989
50;2;2021-01-23;409;5398
50;2;2021-01-24;632;6030
50;2;2021-01-25;1725;7755
50;2;2021-01-26;755;8510
50;2;2021-01-27;337;8847
51;0;2020-12-31;1;1
51;0;2021-01-06;2;3
51;0;2021-01-07;256;259
51;0;2021-01-08;417;676
51;0;2021-01-09;85;761
51;0;2021-01-11;461;1222
51;0;2021-01-12;1275;2497
51;0;2021-01-13;1109;3606
51;0;2021-01-14;1249;4855
51;0;2021-01-15;548;5403
51;0;2021-01-16;153;5556
51;0;2021-01-17;99;5655
51;0;2021-01-18;708;6363
51;0;2021-01-19;814;7177
51;0;2021-01-20;869;8046
51;0;2021-01-21;732;8778
51;0;2021-01-22;352;9130
51;0;2021-01-23;289;9419
51;0;2021-01-24;129;9548
51;0;2021-01-25;666;10214
51;0;2021-01-26;754;10968
51;0;2021-01-27;591;11559
51;1;2021-01-07;72;72
51;1;2021-01-08;116;188
51;1;2021-01-09;73;261
51;1;2021-01-11;154;415
51;1;2021-01-12;415;830
51;1;2021-01-13;374;1204
51;1;2021-01-14;382;1586
51;1;2021-01-15;171;1757
51;1;2021-01-16;72;1829
51;1;2021-01-17;46;1875
51;1;2021-01-18;322;2197
51;1;2021-01-19;319;2516
51;1;2021-01-20;349;2865
51;1;2021-01-21;290;3155
51;1;2021-01-22;130;3285
51;1;2021-01-23;99;3384
51;1;2021-01-24;48;3432
51;1;2021-01-25;289;3721
51;1;2021-01-26;321;4042
51;1;2021-01-27;257;4299
51;2;2020-12-31;1;1
51;2;2021-01-06;2;3
51;2;2021-01-07;184;187
51;2;2021-01-08;301;488
51;2;2021-01-09;12;500
51;2;2021-01-11;307;807
51;2;2021-01-12;860;1667
51;2;2021-01-13;735;2402
51;2;2021-01-14;867;3269
51;2;2021-01-15;377;3646
51;2;2021-01-16;81;3727
51;2;2021-01-17;53;3780
51;2;2021-01-18;386;4166
51;2;2021-01-19;495;4661
51;2;2021-01-20;520;5181
51;2;2021-01-21;439;5620
51;2;2021-01-22;219;5839
51;2;2021-01-23;190;6029
51;2;2021-01-24;81;6110
51;2;2021-01-25;377;6487
51;2;2021-01-26;432;6919
51;2;2021-01-27;334;7253
52;0;2021-01-08;195;195
52;0;2021-01-09;93;288
52;0;2021-01-11;202;490
52;0;2021-01-12;168;658
52;0;2021-01-13;556;1214
52;0;2021-01-14;640;1854
52;0;2021-01-15;405;2259
52;0;2021-01-16;16;2275
52;0;2021-01-18;419;2694
52;0;2021-01-19;434;3128
52;0;2021-01-20;408;3536
52;0;2021-01-21;419;3955
52;0;2021-01-22;305;4260
52;0;2021-01-23;72;4332
52;0;2021-01-25;235;4567
52;0;2021-01-26;304;4871
52;0;2021-01-27;235;5106
52;1;2021-01-08;65;65
52;1;2021-01-09;22;87
52;1;2021-01-11;68;155
52;1;2021-01-12;50;205
52;1;2021-01-13;192;397
52;1;2021-01-14;175;572
52;1;2021-01-15;161;733
52;1;2021-01-16;5;738
52;1;2021-01-18;181;919
52;1;2021-01-19;188;1107
52;1;2021-01-20;172;1279
52;1;2021-01-21;192;1471
52;1;2021-01-22;120;1591
52;1;2021-01-23;33;1624
52;1;2021-01-25;105;1729
52;1;2021-01-26;152;1881
52;1;2021-01-27;108;1989
52;2;2021-01-08;130;130
52;2;2021-01-09;71;201
52;2;2021-01-11;134;335
52;2;2021-01-12;118;453
52;2;2021-01-13;364;817
52;2;2021-01-14;465;1282
52;2;2021-01-15;244;1526
52;2;2021-01-16;11;1537
52;2;2021-01-18;238;1775
52;2;2021-01-19;246;2021
52;2;2021-01-20;236;2257
52;2;2021-01-21;227;2484
52;2;2021-01-22;185;2669
52;2;2021-01-23;39;2708
52;2;2021-01-25;130;2838
52;2;2021-01-26;152;2990
52;2;2021-01-27;127;3117
53;0;2021-01-07;100;100
53;0;2021-01-08;282;382
53;0;2021-01-09;133;515
53;0;2021-01-10;15;530
53;0;2021-01-11;176;706
53;0;2021-01-12;449;1155
53;0;2021-01-13;252;1407
53;0;2021-01-14;283;1690
53;0;2021-01-15;341;2031
53;0;2021-01-16;59;2090
53;0;2021-01-17;24;2114
53;0;2021-01-18;363;2477
53;0;2021-01-19;555;3032
53;0;2021-01-20;735;3767
53;0;2021-01-21;759;4526
53;0;2021-01-22;692;5218
53;0;2021-01-23;161;5379
53;0;2021-01-24;6;5385
53;0;2021-01-25;548;5933
53;0;2021-01-26;1117;7050
53;0;2021-01-27;686;7736
53;1;2021-01-07;35;35
53;1;2021-01-08;107;142
53;1;2021-01-09;104;246
53;1;2021-01-10;5;251
53;1;2021-01-11;65;316
53;1;2021-01-12;139;455
53;1;2021-01-13;86;541
53;1;2021-01-14;85;626
53;1;2021-01-15;105;731
53;1;2021-01-16;18;749
53;1;2021-01-17;7;756
53;1;2021-01-18;128;884
53;1;2021-01-19;205;1089
53;1;2021-01-20;265;1354
53;1;2021-01-21;300;1654
53;1;2021-01-22;259;1913
53;1;2021-01-23;83;1996
53;1;2021-01-24;3;1999
53;1;2021-01-25;266;2265
53;1;2021-01-26;421;2686
53;1;2021-01-27;269;2955
53;2;2021-01-07;65;65
53;2;2021-01-08;175;240
53;2;2021-01-09;29;269
53;2;2021-01-10;10;279
53;2;2021-01-11;111;390
53;2;2021-01-12;310;700
53;2;2021-01-13;166;866
53;2;2021-01-14;198;1064
53;2;2021-01-15;236;1300
53;2;2021-01-16;41;1341
53;2;2021-01-17;17;1358
53;2;2021-01-18;235;1593
53;2;2021-01-19;350;1943
53;2;2021-01-20;470;2413
53;2;2021-01-21;459;2872
53;2;2021-01-22;433;3305
53;2;2021-01-23;78;3383
53;2;2021-01-24;3;3386
53;2;2021-01-25;282;3668
53;2;2021-01-26;696;4364
53;2;2021-01-27;417;4781
54;0;2020-12-31;9;9
54;0;2021-01-04;152;161
54;0;2021-01-05;377;538
54;0;2021-01-06;633;1171
54;0;2021-01-07;753;1924
54;0;2021-01-08;629;2553
54;0;2021-01-09;80;2633
54;0;2021-01-10;77;2710
54;0;2021-01-11;901;3611
54;0;2021-01-12;1068;4679
54;0;2021-01-13;2061;6740
54;0;2021-01-14;2527;9267
54;0;2021-01-15;2150;11417
54;0;2021-01-16;635;12052
54;0;2021-01-17;205;12257
54;0;2021-01-18;1416;13673
54;0;2021-01-19;1487;15160
54;0;2021-01-20;1236;16396
54;0;2021-01-21;1137;17533
54;0;2021-01-22;887;18420
54;0;2021-01-23;309;18729
54;0;2021-01-24;64;18793
54;0;2021-01-25;612;19405
54;0;2021-01-26;115;19520
54;0;2021-01-27;9;19529
54;1;2020-12-31;6;6
54;1;2021-01-04;51;57
54;1;2021-01-05;157;214
54;1;2021-01-06;228;442
54;1;2021-01-07;304;746
54;1;2021-01-08;242;988
54;1;2021-01-09;40;1028
54;1;2021-01-10;32;1060
54;1;2021-01-11;303;1363
54;1;2021-01-12;351;1714
54;1;2021-01-13;645;2359
54;1;2021-01-14;778;3137
54;1;2021-01-15;713;3850
54;1;2021-01-16;252;4102
54;1;2021-01-17;89;4191
54;1;2021-01-18;560;4751
54;1;2021-01-19;645;5396
54;1;2021-01-20;516;5912
54;1;2021-01-21;454;6366
54;1;2021-01-22;360;6726
54;1;2021-01-23;103;6829
54;1;2021-01-24;28;6857
54;1;2021-01-25;237;7094
54;1;2021-01-26;32;7126
54;1;2021-01-27;3;7129
54;2;2020-12-31;3;3
54;2;2021-01-04;101;104
54;2;2021-01-05;220;324
54;2;2021-01-06;405;729
54;2;2021-01-07;449;1178
54;2;2021-01-08;387;1565
54;2;2021-01-09;40;1605
54;2;2021-01-10;45;1650
54;2;2021-01-11;598;2248
54;2;2021-01-12;715;2963
54;2;2021-01-13;1416;4379
54;2;2021-01-14;1749;6128
54;2;2021-01-15;1437;7565
54;2;2021-01-16;383;7948
54;2;2021-01-17;116;8064
54;2;2021-01-18;856;8920
54;2;2021-01-19;842;9762
54;2;2021-01-20;720;10482
54;2;2021-01-21;683;11165
54;2;2021-01-22;527;11692
54;2;2021-01-23;206;11898
54;2;2021-01-24;36;11934
54;2;2021-01-25;374;12308
54;2;2021-01-26;83;12391
54;2;2021-01-27;6;12397
55;0;2021-01-07;122;122
55;0;2021-01-08;127;249
55;0;2021-01-09;51;300
55;0;2021-01-11;124;424
55;0;2021-01-12;119;543
55;0;2021-01-13;128;671
55;0;2021-01-14;566;1237
55;0;2021-01-15;226;1463
55;0;2021-01-16;56;1519
55;0;2021-01-17;1;1520
55;0;2021-01-18;410;1930
55;0;2021-01-19;344;2274
55;0;2021-01-20;440;2714
55;0;2021-01-21;427;3141
55;0;2021-01-22;390;3531
55;0;2021-01-23;1;3532
55;0;2021-01-25;433;3965
55;0;2021-01-26;418;4383
55;0;2021-01-27;421;4804
55;1;2021-01-07;36;36
55;1;2021-01-08;43;79
55;1;2021-01-09;20;99
55;1;2021-01-11;55;154
55;1;2021-01-12;36;190
55;1;2021-01-13;34;224
55;1;2021-01-14;148;372
55;1;2021-01-15;64;436
55;1;2021-01-16;29;465
55;1;2021-01-17;1;466
55;1;2021-01-18;163;629
55;1;2021-01-19;166;795
55;1;2021-01-20;220;1015
55;1;2021-01-21;192;1207
55;1;2021-01-22;166;1373
55;1;2021-01-25;194;1567
55;1;2021-01-26;182;1749
55;1;2021-01-27;168;1917
55;2;2021-01-07;86;86
55;2;2021-01-08;84;170
55;2;2021-01-09;31;201
55;2;2021-01-11;69;270
55;2;2021-01-12;83;353
55;2;2021-01-13;94;447
55;2;2021-01-14;417;864
55;2;2021-01-15;162;1026
55;2;2021-01-16;27;1053
55;2;2021-01-18;247;1300
55;2;2021-01-19;178;1478
55;2;2021-01-20;220;1698
55;2;2021-01-21;234;1932
55;2;2021-01-22;224;2156
55;2;2021-01-23;1;2157
55;2;2021-01-25;239;2396
55;2;2021-01-26;236;2632
55;2;2021-01-27;253;2885
56;0;2021-01-05;1;1
56;0;2021-01-07;196;197
56;0;2021-01-08;118;315
56;0;2021-01-09;1;316
56;0;2021-01-11;242;558
56;0;2021-01-12;600;1158
56;0;2021-01-13;579;1737
56;0;2021-01-14;814;2551
56;0;2021-01-15;736;3287
56;0;2021-01-16;232;3519
56;0;2021-01-17;26;3545
56;0;2021-01-18;887;4432
56;0;2021-01-19;754;5186
56;0;2021-01-20;876;6062
56;0;2021-01-21;1211;7273
56;0;2021-01-22;1109;8382
56;0;2021-01-23;317;8699
56;0;2021-01-24;5;8704
56;0;2021-01-25;808;9512
56;0;2021-01-26;1023;10535
56;0;2021-01-27;1068;11603
56;1;2021-01-07;94;94
56;1;2021-01-08;51;145
56;1;2021-01-11;76;221
56;1;2021-01-12;209;430
56;1;2021-01-13;196;626
56;1;2021-01-14;279;905
56;1;2021-01-15;227;1132
56;1;2021-01-16;92;1224
56;1;2021-01-17;6;1230
56;1;2021-01-18;365;1595
56;1;2021-01-19;280;1875
56;1;2021-01-20;344;2219
56;1;2021-01-21;497;2716
56;1;2021-01-22;470;3186
56;1;2021-01-23;156;3342
56;1;2021-01-24;1;3343
56;1;2021-01-25;358;3701
56;1;2021-01-26;461;4162
56;1;2021-01-27;450;4612
